id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
42297,M,36,working,industry,not commuting,Mu,-570201,-1.1956e+06,15046
42189,F,30,at home,undef,not commuting,Mu,-570709,-1.19589e+06,15306
54076,F,32,working,industry,15 to 30 min,SP,-574540,-1.19897e+06,17450
55716,M,2,at home,undef,not commuting,Su,-555005,-1.20227e+06,17591
16504,F,78,retired,undef,not commuting,Ho,-564134,-1.20239e+06,1020
22446,M,3,at home,undef,not commuting,Ho,-563681,-1.20225e+06,7537
50032,M,50,working,industry,not commuting,Ra,-561838,-1.19441e+06,16224
28938,M,7,student,undef,not commuting,DB,-571432,-1.20112e+06,11432
42166,F,88,retired,undef,not commuting,Mu,-570631,-1.19624e+06,15019
7042,F,51,at home,undef,not commuting,Ho,-563819,-1.20271e+06,8540
41844,F,49,working,adminetc,not commuting,Mu,-571465,-1.19577e+06,15025
16137,M,26,working,industry,not commuting,Ho,-564355,-1.2024e+06,625
23126,M,51,at home,undef,not commuting,Ho,-564317,-1.20314e+06,5219
6148,M,55,working,health,not commuting,Ho,-563951,-1.20251e+06,5129
43860,M,60,working,publicsector,not commuting,Mu,-571336,-1.19671e+06,14877
10713,M,999,retired,undef,not commuting,Ho,-564206,-1.20304e+06,5135
55488,M,61,retired,undef,not commuting,Su,-555252,-1.20177e+06,17645
32386,M,77,retired,undef,not commuting,Du,-565639,-1.19588e+06,12076
25250,F,29,at home,undef,not commuting,Ce,-577308,-1.19489e+06,10870
24851,F,47,working,publicsector,30 to 45 mins,Ce,-577699,-1.19565e+06,11114
26601,M,72,retired,undef,not commuting,Ce,-577124,-1.19663e+06,11242
46840,M,41,working,agriculture,not commuting,Ra,-560612,-1.19549e+06,15949
39326,M,39,working,industry,not commuting,Mi,-569890,-1.20584e+06,14766
39367,M,53,working,it,not commuting,Mi,-570347,-1.20569e+06,14592
23803,M,76,retired,undef,not commuting,Ho,-563793,-1.20208e+06,10654
14639,M,27,working,industry,not commuting,Ho,-563700,-1.20264e+06,8300
49954,M,20,working,education,not commuting,Ra,-561017,-1.19572e+06,16064
9438,M,56,retired,undef,not commuting,Ho,-563976,-1.2035e+06,10425
48623,M,55,retired,undef,not commuting,Ra,-561134,-1.19585e+06,16557
40696,F,11,student,undef,not commuting,Mi,-569208,-1.20484e+06,14753
26400,M,47,working,agriculture,not commuting,Ce,-577786,-1.19608e+06,11226
47149,F,60,retired,undef,not commuting,Ra,-560647,-1.19525e+06,16384
51046,M,40,working,transportation,not commuting,Ro,-560379,-1.20041e+06,17046
8760,F,4,at home,undef,not commuting,Ho,-563901,-1.20264e+06,9568
15860,F,45,working,publicsector,not commuting,Ho,-563680,-1.20285e+06,8786
11651,M,17,student,undef,not commuting,Ho,-565234,-1.20179e+06,3506
16925,F,65,retired,undef,not commuting,Ho,-563789,-1.202e+06,6605
48958,F,37,working,industry,not commuting,Ra,-561259,-1.19554e+06,16279
18215,F,33,working,tradeandmoto,not commuting,Ho,-564592,-1.20135e+06,10389
1924,F,30,at home,undef,not commuting,Ho,-563433,-1.20161e+06,5886
30048,M,35,working,transportation,not commuting,Du,-566359,-1.19399e+06,12013
39960,M,35,working,industry,15 to 30 min,Mi,-569702,-1.20546e+06,14680
18451,M,30,at home,undef,not commuting,Ho,-563687,-1.2019e+06,6295
19463,F,30,at home,undef,not commuting,Ho,-565799,-1.2023e+06,6772
39287,F,47,working,tradeandmoto,15 to 30 min,Mi,-570995,-1.20634e+06,14634
12433,M,38,working,eatinghousing,not commuting,Ho,-562673,-1.19906e+06,4552
55528,M,36,working,construction,less than 15min,Su,-555266,-1.20162e+06,17716
22441,F,82,retired,undef,not commuting,Ho,-564374,-1.20321e+06,5298
35279,F,19,working,industry,not commuting,Du,-566358,-1.19504e+06,12504
30225,F,4,at home,undef,not commuting,Du,-566588,-1.19532e+06,12144
14913,F,62,retired,undef,not commuting,Ho,-564169,-1.20197e+06,1569
1018,F,51,working,adminetc,not commuting,Ho,-563796,-1.20251e+06,10094
35033,F,10,student,undef,not commuting,Du,-566001,-1.19517e+06,12570
19326,M,42,at home,undef,not commuting,Ho,-564989,-1.20166e+06,3753
21047,F,62,retired,undef,not commuting,Ho,-563909,-1.20177e+06,1983
34729,F,46,at home,undef,not commuting,Du,-565852,-1.19514e+06,12732
30212,F,21,working,construction,less than 15min,Du,-565344,-1.19572e+06,13269
13513,F,84,retired,undef,not commuting,Ho,-563890,-1.20303e+06,8922
2814,M,17,student,undef,not commuting,Ho,-563807,-1.20321e+06,10339
33231,M,74,retired,undef,not commuting,Du,-565823,-1.19555e+06,12931
4172,F,44,working,industry,not commuting,Ho,-563978,-1.20245e+06,10227
50480,F,34,at home,undef,not commuting,Ro,-560559,-1.20016e+06,17354
40381,M,58,working,publicsector,not commuting,Mi,-570382,-1.20577e+06,14610
2436,M,17,student,undef,15 to 30 min,Ho,-565527,-1.20179e+06,2362
45468,F,30,at home,undef,not commuting,Pr,-574902,-1.20397e+06,15626
45563,F,61,retired,undef,not commuting,Pr,-575722,-1.20376e+06,15640
7570,F,47,working,industry,not commuting,Ho,-565111,-1.20165e+06,10165
33011,F,15,student,undef,30 to 45 mins,Du,-565190,-1.19584e+06,13081
29980,F,64,retired,undef,not commuting,Du,-567043,-1.19475e+06,13242
13029,F,21,student,undef,30 to 45 mins,Ho,-564152,-1.20169e+06,1961
22632,M,55,retired,undef,not commuting,Ho,-563915,-1.2027e+06,9694
45814,F,25,at home,undef,not commuting,Pr,-575572,-1.20374e+06,15544
40832,M,53,working,adminetc,not commuting,Mu,-571356,-1.19662e+06,15308
22282,F,49,working,adminetc,not commuting,Ho,-563910,-1.20203e+06,873
41773,F,45,at home,undef,not commuting,Mu,-570880,-1.19685e+06,15321
46257,F,39,at home,undef,not commuting,Pr,-575155,-1.20479e+06,15679
35975,M,20,working,construction,not commuting,Jo,-573240,-1.20332e+06,13405
44000,M,6,student,undef,not commuting,Mu,-570801,-1.19595e+06,15297
38853,M,47,working,industry,not commuting,Lu,-568336,-1.20329e+06,13543
34465,F,46,working,tradeandmoto,not commuting,Du,-565543,-1.19466e+06,12179
19541,M,53,working,it,not commuting,Ho,-563708,-1.20295e+06,9177
6672,M,24,student,undef,not commuting,Ho,-564354,-1.20314e+06,5186
9458,M,22,student,undef,not commuting,Ho,-565663,-1.20218e+06,4784
27247,F,33,at home,undef,not commuting,DB,-571584,-1.20118e+06,11668
1612,M,60,retired,undef,not commuting,Ho,-564723,-1.20335e+06,3640
46414,F,4,at home,undef,not commuting,Pr,-575048,-1.20431e+06,15490
45089,M,15,student,undef,15 to 30 min,Pr,-575989,-1.20351e+06,15582
30354,M,1,at home,undef,not commuting,Du,-566162,-1.19511e+06,12472
33040,F,19,student,undef,not commuting,Du,-565770,-1.19542e+06,13271
41898,M,80,retired,undef,not commuting,Mu,-571496,-1.19653e+06,15142
44799,M,38,working,tradeandmoto,30 to 45 mins,Pr,-575220,-1.20413e+06,15573
39197,F,16,student,undef,30 to 45 mins,Mi,-570372,-1.20628e+06,14544
4637,F,27,at home,undef,not commuting,Ho,-564738,-1.20164e+06,356
6957,M,29,at home,undef,not commuting,Ho,-565566,-1.20182e+06,2316
38002,M,60,retired,undef,not commuting,Lu,-568502,-1.2033e+06,13554
17625,F,78,retired,undef,not commuting,Ho,-564225,-1.20238e+06,938
27369,F,10,student,undef,not commuting,DB,-571684,-1.20176e+06,11296
22357,M,28,at home,undef,not commuting,Ho,-565783,-1.20179e+06,7154
40372,M,25,working,tradeandmoto,not commuting,Mi,-570403,-1.20627e+06,14648
22483,F,29,working,industry,not commuting,Ho,-565823,-1.20216e+06,8204
31697,M,52,at home,undef,not commuting,Du,-566957,-1.19494e+06,12793
16567,F,11,student,undef,not commuting,Ho,-564791,-1.20187e+06,4269
32531,F,63,retired,undef,not commuting,Du,-566170,-1.19517e+06,12241
34767,F,29,at home,undef,not commuting,Du,-566134,-1.19518e+06,12531
33015,F,53,working,construction,not commuting,Du,-565325,-1.19483e+06,11932
37467,F,35,at home,undef,not commuting,Lu,-569012,-1.20451e+06,13720
21747,F,67,retired,undef,not commuting,Ho,-563663,-1.20281e+06,8719
1292,M,36,working,publicsector,30 to 45 mins,Ho,-565507,-1.20209e+06,3475
41879,M,32,working,industry,not commuting,Mu,-570185,-1.19591e+06,15108
23529,F,66,retired,undef,not commuting,Ho,-563826,-1.20274e+06,8571
34677,F,1,at home,undef,not commuting,Du,-565240,-1.19473e+06,12113
6024,F,9,student,undef,not commuting,Ho,-564169,-1.20197e+06,1556
6813,M,65,retired,undef,not commuting,Ho,-563927,-1.20244e+06,1739
1323,M,74,retired,undef,not commuting,Ho,-563712,-1.2029e+06,9114
35162,M,27,working,industry,not commuting,Du,-566359,-1.19399e+06,12014
37643,M,33,working,industry,less than 15min,Lu,-568442,-1.20353e+06,14368
36851,F,39,working,publicsector,not commuting,Lu,-568007,-1.20317e+06,14369
21332,F,46,at home,undef,not commuting,Ho,-564365,-1.20229e+06,613
32267,F,49,working,construction,not commuting,Du,-565338,-1.1951e+06,11886
30283,F,63,retired,undef,not commuting,Du,-566315,-1.19518e+06,12237
38414,M,62,retired,undef,not commuting,Lu,-568109,-1.20311e+06,14393
8368,F,82,retired,undef,not commuting,Ho,-563712,-1.2029e+06,9101
6979,F,52,working,construction,not commuting,Ho,-563644,-1.20265e+06,8854
10278,F,21,student,undef,not commuting,Ho,-564301,-1.20308e+06,54
29223,F,42,working,industry,not commuting,DB,-571682,-1.20065e+06,11702
54387,F,55,retired,undef,not commuting,SP,-574311,-1.19903e+06,17384
43044,M,67,retired,undef,not commuting,Mu,-570520,-1.1958e+06,15361
11494,F,47,working,education,not commuting,Ho,-563575,-1.20175e+06,6595
45148,F,39,working,publicsector,not commuting,Pr,-574859,-1.20463e+06,15829
17456,F,31,working,publicsector,not commuting,Ho,-563011,-1.20172e+06,4878
16303,M,62,retired,undef,not commuting,Ho,-563425,-1.20167e+06,5850
15408,F,58,retired,undef,not commuting,Ho,-564929,-1.2017e+06,4115
24606,F,37,working,industry,not commuting,Ce,-577562,-1.19624e+06,11122
52444,M,14,student,undef,not commuting,Ro,-558862,-1.19879e+06,16682
43154,M,44,working,industry,not commuting,Mu,-571096,-1.19604e+06,15302
4644,F,36,at home,undef,not commuting,Ho,-563644,-1.20265e+06,8826
22163,F,84,retired,undef,not commuting,Ho,-563611,-1.2024e+06,7854
30544,M,53,working,it,not commuting,Du,-566125,-1.1953e+06,11800
53561,M,29,working,industry,not commuting,Ro,-558353,-1.19907e+06,17038
30113,M,999,retired,undef,not commuting,Du,-566268,-1.19519e+06,12280
51033,M,81,retired,undef,not commuting,Ro,-560336,-1.19996e+06,16931
28728,M,12,student,undef,not commuting,DB,-571684,-1.20164e+06,11301
5170,M,22,student,undef,30 to 45 mins,Ho,-563433,-1.20161e+06,5878
7179,M,45,working,banks,not commuting,Ho,-563679,-1.20256e+06,7968
53602,M,43,working,industry,not commuting,Ro,-559645,-1.20002e+06,16633
24351,M,34,working,agriculture,not commuting,Ce,-577304,-1.19477e+06,11021
19405,F,60,retired,undef,not commuting,Ho,-565428,-1.2016e+06,2635
54722,F,84,retired,undef,not commuting,SP,-574602,-1.19875e+06,17396
55898,F,61,retired,undef,not commuting,Su,-555107,-1.20202e+06,17769
34286,F,8,student,undef,not commuting,Du,-565908,-1.19523e+06,12720
24734,F,23,at home,undef,not commuting,Ce,-577513,-1.1959e+06,10915
55461,M,68,retired,undef,not commuting,Su,-555161,-1.20136e+06,17749
30021,M,58,retired,undef,not commuting,Du,-566001,-1.19517e+06,12595
51969,F,35,working,tradeandmoto,15 to 30 min,Ro,-560590,-1.20071e+06,17347
15802,F,50,working,education,not commuting,Ho,-564066,-1.2023e+06,723
37154,M,63,working,industry,less than 15min,Lu,-568010,-1.20321e+06,14026
889,F,3,at home,undef,not commuting,Ho,-565663,-1.20218e+06,4789
34990,M,51,working,adminetc,15 to 30 min,Du,-565715,-1.19501e+06,12911
28562,F,10,student,undef,not commuting,DB,-571728,-1.20179e+06,11530
51964,F,45,at home,undef,not commuting,Ro,-559866,-1.19973e+06,17359
37954,M,55,retired,undef,not commuting,Lu,-568745,-1.20311e+06,14274
3591,F,60,retired,undef,not commuting,Ho,-564214,-1.20168e+06,1745
41416,F,51,working,industry,not commuting,Mu,-571132,-1.1962e+06,14983
27801,F,2,at home,undef,not commuting,DB,-571472,-1.20086e+06,11611
55471,F,36,working,education,not commuting,Su,-555054,-1.20234e+06,17595
8509,M,71,retired,undef,not commuting,Ho,-564646,-1.20256e+06,1439
35714,F,54,working,transportation,15 to 30 min,Du,-564731,-1.19447e+06,12117
51557,F,53,working,industry,not commuting,Ro,-557968,-1.19891e+06,17033
22543,F,64,retired,undef,not commuting,Ho,-563681,-1.20225e+06,7516
48848,F,60,retired,undef,not commuting,Ra,-560760,-1.19574e+06,16515
18949,M,40,at home,undef,not commuting,Ho,-564608,-1.20241e+06,64
52645,F,84,retired,undef,not commuting,Ro,-559938,-1.19988e+06,16797
15460,F,20,at home,undef,not commuting,Ho,-563383,-1.20153e+06,6048
29541,M,49,working,health,not commuting,DB,-571608,-1.20152e+06,11325
9694,F,54,working,industry,15 to 30 min,Ho,-564016,-1.20324e+06,10684
12231,F,41,working,industry,not commuting,Ho,-563938,-1.20204e+06,1837
46658,F,30,working,adminetc,not commuting,Ra,-560893,-1.19566e+06,16041
50523,F,59,working,industry,not commuting,Ro,-560609,-1.20007e+06,17267
53502,F,37,working,tradeandmoto,less than 15min,Ro,-558069,-1.19894e+06,17177
53067,M,41,working,transportation,not commuting,Ro,-559489,-1.19918e+06,16780
50036,F,74,retired,undef,not commuting,Ra,-560906,-1.19568e+06,16262
54850,M,57,working,transportation,less than 15min,SP,-573991,-1.19932e+06,17370
15745,M,37,working,banks,not commuting,Ho,-565603,-1.20173e+06,2381
43502,F,2,at home,undef,not commuting,Mu,-571018,-1.19672e+06,14849
45448,F,77,working,tradeandmoto,not commuting,Pr,-574722,-1.20393e+06,15642
3794,M,22,student,undef,not commuting,Ho,-564738,-1.20164e+06,358
40419,M,19,working,industry,not commuting,Mi,-571025,-1.20631e+06,14631
29500,F,84,retired,undef,not commuting,DB,-571862,-1.20143e+06,11739
54035,M,25,working,industry,15 to 30 min,SP,-574830,-1.19867e+06,17408
31917,M,62,retired,undef,not commuting,Du,-566272,-1.19526e+06,12392
25781,F,64,retired,undef,not commuting,Ce,-576945,-1.1952e+06,11048
19767,F,43,working,industry,not commuting,Ho,-564408,-1.20124e+06,10701
13011,M,50,working,industry,15 to 30 min,Ho,-565670,-1.20178e+06,2939
53109,F,69,retired,undef,not commuting,Ro,-560306,-1.19976e+06,16777
51994,F,42,working,transportation,not commuting,Ro,-559846,-1.20025e+06,16683
28704,M,38,working,construction,60 to 90 mins,DB,-571876,-1.20079e+06,11384
13809,M,47,working,industry,not commuting,Ho,-563720,-1.20166e+06,6438
36890,F,51,working,agriculture,not commuting,Lu,-568135,-1.20301e+06,14434
8441,M,24,at home,undef,not commuting,Ho,-564791,-1.20187e+06,4358
53708,M,63,working,industry,not commuting,Ro,-558361,-1.19891e+06,17293
6195,F,60,retired,undef,not commuting,Ho,-563867,-1.20236e+06,10019
14153,M,58,working,transportation,not commuting,Ho,-564332,-1.20196e+06,1207
5635,F,61,retired,undef,not commuting,Ho,-564355,-1.20154e+06,10815
21407,M,32,at home,undef,not commuting,Ho,-565608,-1.20194e+06,2988
34690,F,78,retired,undef,not commuting,Du,-566066,-1.19512e+06,12554
23612,F,35,working,tradeandmoto,not commuting,Ho,-564173,-1.20307e+06,4612
10816,F,2,at home,undef,not commuting,Ho,-564389,-1.202e+06,573
50502,M,42,working,adminetc,not commuting,Ro,-559289,-1.19932e+06,16940
28420,M,41,working,industry,not commuting,DB,-571786,-1.20067e+06,11391
44086,F,68,retired,undef,not commuting,Mu,-570721,-1.19558e+06,15008
34956,F,1,at home,undef,not commuting,Du,-565726,-1.19504e+06,12910
6963,M,48,working,industry,not commuting,Ho,-565255,-1.20153e+06,2721
44585,M,27,working,industry,15 to 30 min,Pr,-575614,-1.20388e+06,15798
8796,M,9,student,undef,not commuting,Ho,-563697,-1.20248e+06,7824
20056,F,10,student,undef,not commuting,Ho,-564277,-1.20234e+06,9926
43668,M,58,retired,undef,not commuting,Mu,-570795,-1.19544e+06,14971
3926,M,2,at home,undef,not commuting,Ho,-563971,-1.20262e+06,10829
55735,M,2,at home,undef,not commuting,Su,-555482,-1.20171e+06,17708
50232,F,40,at home,undef,not commuting,Ra,-560364,-1.19587e+06,16168
27085,M,29,working,industry,15 to 30 min,DB,-571761,-1.20049e+06,11513
19310,F,58,retired,undef,not commuting,Ho,-563885,-1.20292e+06,9481
15038,M,48,working,industry,not commuting,Ho,-563751,-1.20307e+06,9276
44548,F,71,retired,undef,not commuting,Pr,-575264,-1.20409e+06,15517
23660,F,27,at home,undef,not commuting,Ho,-564047,-1.20235e+06,605
2179,F,1,at home,undef,not commuting,Ho,-564565,-1.20184e+06,4832
849,F,43,working,education,not commuting,Ho,-563882,-1.2021e+06,854
22447,M,67,retired,undef,not commuting,Ho,-563681,-1.20225e+06,7537
31555,F,37,at home,undef,not commuting,Du,-565080,-1.19442e+06,13002
23980,M,20,student,undef,not commuting,Ho,-565799,-1.2023e+06,6746
636,M,25,at home,undef,not commuting,Ho,-565333,-1.20171e+06,2482
31434,M,71,retired,undef,not commuting,Du,-566222,-1.19526e+06,12341
47755,M,60,retired,undef,not commuting,Ra,-560430,-1.19576e+06,16274
72,F,50,working,industry,not commuting,Ho,-563901,-1.2033e+06,10429
47858,F,15,working,construction,not commuting,Ra,-560852,-1.195e+06,16532
22938,M,20,at home,undef,not commuting,Ho,-563696,-1.20232e+06,7607
1695,M,60,retired,undef,not commuting,Ho,-564405,-1.20177e+06,2565
53028,M,38,at home,undef,not commuting,Ro,-560640,-1.20018e+06,17061
23017,M,36,working,publicsector,60 to 90 mins,Ho,-563915,-1.2027e+06,9642
18763,M,25,working,health,not commuting,Ho,-563687,-1.2019e+06,6321
30211,F,0,at home,undef,not commuting,Du,-565344,-1.19572e+06,13269
21191,M,56,working,education,not commuting,Ho,-563614,-1.20255e+06,8062
26906,M,37,working,tradeandmoto,45 to 60 mins,DB,-571754,-1.20169e+06,11298
19939,M,70,retired,undef,not commuting,Ho,-562868,-1.20178e+06,8100
37557,M,32,working,eatinghousing,not commuting,Lu,-568812,-1.20356e+06,14045
25526,M,0,at home,undef,not commuting,Ce,-577660,-1.1958e+06,11081
44691,F,23,at home,undef,not commuting,Pr,-575005,-1.20469e+06,15721
7652,F,49,working,industry,not commuting,Ho,-564151,-1.20283e+06,1376
15262,F,56,retired,undef,not commuting,Ho,-563365,-1.20146e+06,6253
8172,M,50,working,industry,not commuting,Ho,-564169,-1.20197e+06,1560
28701,M,20,working,industry,not commuting,DB,-571876,-1.20079e+06,11384
26538,F,38,working,agriculture,not commuting,Ce,-577853,-1.19573e+06,11163
47000,M,77,retired,undef,not commuting,Ra,-560414,-1.19523e+06,15985
46080,F,53,working,industry,not commuting,Pr,-575344,-1.20392e+06,15578
37693,F,60,retired,undef,not commuting,Lu,-568794,-1.20442e+06,14143
35484,M,54,working,industry,not commuting,Du,-566046,-1.19529e+06,11812
20772,M,43,at home,undef,not commuting,Ho,-565519,-1.20194e+06,2243
8288,F,48,working,tradeandmoto,not commuting,Ho,-565578,-1.20206e+06,3438
43377,F,59,working,tradeandmoto,less than 15min,Mu,-570471,-1.19594e+06,15081
7555,M,43,working,industry,not commuting,Ho,-563513,-1.20181e+06,10496
29640,F,26,working,tradeandmoto,not commuting,Du,-566170,-1.19517e+06,12254
24971,M,33,working,agriculture,not commuting,Ce,-577467,-1.19568e+06,11002
17615,F,10,student,undef,not commuting,Ho,-564867,-1.20168e+06,4027
13457,F,75,retired,undef,not commuting,Ho,-564334,-1.20233e+06,9936
41973,F,44,working,adminetc,not commuting,Mu,-571239,-1.19512e+06,15098
42040,F,35,working,publicsector,not commuting,Mu,-571049,-1.19656e+06,15343
55040,F,21,working,construction,not commuting,Su,-554545,-1.20166e+06,17561
37405,M,54,working,industry,not commuting,Lu,-569182,-1.20463e+06,13620
4986,F,66,retired,undef,not commuting,Ho,-564966,-1.20188e+06,4219
2596,M,8,student,undef,not commuting,Ho,-564200,-1.20228e+06,10014
24225,F,55,retired,undef,not commuting,Ho,-565453,-1.2021e+06,6898
35574,F,21,at home,undef,not commuting,Du,-565896,-1.19545e+06,12924
34852,M,68,retired,undef,not commuting,Du,-564873,-1.19463e+06,11923
54695,M,44,working,industry,not commuting,SP,-574581,-1.19894e+06,17467
11000,M,42,working,industry,not commuting,Ho,-563813,-1.20338e+06,10675
5154,M,59,working,industry,not commuting,Ho,-563663,-1.20281e+06,8712
40542,F,5,at home,undef,not commuting,Mi,-570151,-1.20593e+06,14618
14178,M,50,at home,undef,not commuting,Ho,-563665,-1.20195e+06,6334
35907,F,33,working,tradeandmoto,15 to 30 min,Jo,-573281,-1.20324e+06,13381
32160,F,27,working,tradeandmoto,not commuting,Du,-565715,-1.19501e+06,12911
43030,M,26,working,industry,not commuting,Mu,-570410,-1.19598e+06,15084
9475,M,57,working,eatinghousing,not commuting,Ho,-565566,-1.20182e+06,2320
27700,F,58,working,construction,15 to 30 min,DB,-571150,-1.2015e+06,11551
37718,F,86,retired,undef,not commuting,Lu,-568592,-1.20343e+06,13482
25421,F,30,working,agriculture,not commuting,Ce,-576778,-1.19569e+06,11205
32908,F,35,at home,undef,not commuting,Du,-565022,-1.1947e+06,11928
43318,M,26,working,industry,not commuting,Mu,-570599,-1.19617e+06,14823
13162,F,83,retired,undef,not commuting,Ho,-563616,-1.20226e+06,7638
41828,M,39,working,banks,not commuting,Mu,-570649,-1.19622e+06,15002
1683,M,55,working,health,not commuting,Ho,-564111,-1.20198e+06,1310
18356,F,53,working,tradeandmoto,not commuting,Ho,-565233,-1.20161e+06,2774
40145,M,24,student,undef,30 to 45 mins,Mi,-569763,-1.20568e+06,14773
16116,M,75,retired,undef,not commuting,Ho,-564182,-1.20175e+06,1819
27091,F,58,retired,undef,not commuting,DB,-571436,-1.2008e+06,11763
46823,F,18,student,undef,60 to 90 mins,Ra,-560878,-1.19529e+06,16001
9850,F,52,working,adminetc,not commuting,Ho,-565414,-1.20156e+06,3112
7396,F,11,student,undef,not commuting,Ho,-565088,-1.20187e+06,3571
40626,F,31,at home,undef,not commuting,Mi,-570556,-1.20614e+06,14666
1969,F,76,retired,undef,not commuting,Ho,-564036,-1.20261e+06,803
35468,F,23,student,undef,15 to 30 min,Du,-565538,-1.19587e+06,13048
44284,F,82,retired,undef,not commuting,Mu,-570555,-1.19552e+06,15065
54508,F,3,at home,undef,not commuting,SP,-574628,-1.19872e+06,17400
4358,F,67,retired,undef,not commuting,Ho,-565445,-1.20188e+06,2580
51354,F,45,working,industry,not commuting,Ro,-559930,-1.19993e+06,17171
55622,M,79,retired,undef,not commuting,Su,-554312,-1.20138e+06,17722
48591,M,0,at home,undef,not commuting,Ra,-560681,-1.19575e+06,16066
16942,F,9,student,undef,not commuting,Ho,-565663,-1.20218e+06,4803
16622,M,58,retired,undef,not commuting,Ho,-564169,-1.20197e+06,1563
513,F,3,at home,undef,not commuting,Ho,-565823,-1.20216e+06,8223
40229,F,23,student,undef,15 to 30 min,Mi,-570602,-1.20587e+06,14576
4807,F,32,working,tradeandmoto,60 to 90 mins,Ho,-564383,-1.20217e+06,1285
26486,M,31,at home,undef,not commuting,Ce,-577600,-1.19549e+06,10925
21412,F,86,retired,undef,not commuting,Ho,-564791,-1.20187e+06,4369
41232,M,45,at home,undef,not commuting,Mu,-570457,-1.19574e+06,15358
2138,M,26,working,tradeandmoto,not commuting,Ho,-564339,-1.20196e+06,1504
4356,F,22,at home,undef,not commuting,Ho,-563720,-1.20166e+06,6445
36594,F,27,at home,undef,not commuting,Lu,-568816,-1.20358e+06,13467
46396,F,34,at home,undef,not commuting,Pr,-575231,-1.20414e+06,15486
3827,F,65,retired,undef,not commuting,Ho,-562710,-1.20156e+06,8160
18148,M,67,retired,undef,not commuting,Ho,-565156,-1.20171e+06,4653
20187,F,62,working,industry,15 to 30 min,Ho,-563679,-1.20256e+06,8001
46233,M,75,retired,undef,not commuting,Pr,-575223,-1.20452e+06,15653
27987,M,26,working,industry,not commuting,DB,-571419,-1.20105e+06,11465
37813,F,61,retired,undef,not commuting,Lu,-568938,-1.20412e+06,13592
36032,F,66,retired,undef,not commuting,Jo,-573227,-1.2033e+06,13407
